variableMetadata	W616f	W617f	W620f	W621f	W622f	W623f	W625m	W627m	W628m	W629m	W630m	W631m	W632f	W633f	W634m	L818f	L819f	L824m	L825m	L826m	L827m	L836f	L841f	L848m	L849m	L854f	L859m	L862f
M313.2393T1.38	18.63251603	18.17170164	18.18852655	18.47222795	18.16092761	18.28313222	18.40570864	18.67926944	18.21498783	18.63140516	18.62955193	17.86374951	18.29894008	18.0913858	17.96959675	18.49920825	18.66527449	19.63683682	18.90872684	18.11307165	18.14585206	19.68164146	18.38378401	18.97421123	18.58802577	18.06491692	18.22880789	18.31067091
M547.2944T1.48	15.65596417	17.0790743	15.14199414	15.88338718	16.1113839	14.75947888	12.92950402	13.75318122	11.33232864	0	14.22383731	15.16427412	14.973087	14.79786211	11.32217097	15.6247038	16.41923486	13.42824239	11.22024046	17.99318331	10.28679338	19.65994521	15.57886001	17.16164367	16.04238763	15.90332313	16.26838008	16.33071717
M286.0557T10.35	16.33852017	15.48215785	15.25908266	12.30310718	15.2894224	15.00675341	15.11920093	15.98672557	14.71163579	13.77604743	10.6549546	14.8587076	15.08515665	14.19426207	12.98288861	13.17607199	13.73422801	9.852955311	9.47619028	16.38488895	9.545289437	12.78251505	16.35999743	12.02502672	14.13109652	13.82043129	14.12749464	14.43201854
M306.1675T11.39	18.60349269	18.47879924	17.70810585	18.3680477	18.33373495	18.10467655	18.6484903	18.74927892	18.25597228	18.53271928	18.14757511	17.21683015	18.30970327	17.70272598	18.46448034	18.09739074	18.52137078	18.40722419	18.80249333	18.44670774	18.46964698	18.42577976	18.83290948	18.79802304	18.28030545	18.43665218	18.48834934	18.60258651
M268.1238T7.39	16.9617029	16.36854244	17.39516006	16.29640041	17.3859399	16.92732427	17.46084541	17.68958514	16.13958712	16.8487464	16.89981359	16.4908172	17.18870184	15.39917944	17.00008035	15.4774563	16.41781181	17.27294137	16.18838273	16.70262454	16.02867576	16.06151781	17.32572004	16.25128194	16.56734948	16.1152154	16.84490678	16.37844169
M193.0352T5.15	16.26884058	15.7615585	15.91732009	17.39740557	17.4030961	17.02347715	18.1259991	18.11965598	17.30842081	16.88835798	17.30007903	16.81461251	17.37188637	16.4057511	16.70291127	15.90682602	16.65183372	14.58616073	14.70818346	15.60881502	16.16105904	17.10132839	15.69738382	16.76727796	17.95508624	16.88394269	17.14950898	17.48699681
M206.8977T17.1	13.85216469	13.54946823	13.57247878	13.55689996	13.65130064	13.66205414	13.52154646	13.39248111	13.1859359	13.53510159	13.37416736	13.16850337	13.74539071	13.74259155	12.47428139	13.50314621	13.72155103	13.42056819	13.42585055	13.64095097	13.37358568	13.85512251	13.72343911	13.463601	13.97856658	13.49684629	14.08789456	13.85335147
M132T9_L.Aspartic.acid	25.02852127	24.48015133	24.74296157	24.52896644	25.37590565	24.60970729	24.4768189	24.8825699	23.8049941	24.36345976	24.24107374	23.90002807	24.08017994	24.44845227	23.80064435	23.58249661	24.08221339	24.09856493	23.38517272	23.16924246	23.24161705	24.95355543	24.75828754	23.51983215	24.46106994	24.11013911	24.61043041	24.82239541
M238.0818T8.26	15.92369122	15.60689906	16.28126574	12.69125345	15.74252602	15.89563705	15.90879274	16.05077673	16.09804998	16.08593962	16.08579919	16.23534188	16.19302496	15.68231706	15.96512027	13.61328531	15.15815483	15.06723182	16.02303699	16.03311409	15.82388218	13.53648157	15.8905291	15.39994811	15.79590242	15.53116577	15.58426229	14.80862035
M151.0075T2.95	15.7350787	15.24658565	14.94745624	16.91481809	16.20952902	15.41028386	17.22228728	17.32276813	16.40042486	15.82762422	16.95713095	16.96730681	15.00341438	14.49170487	17.3533902	14.76601172	14.08994764	17.10728319	17.38920387	17.26005431	17.00030629	11.51405944	14.85030038	17.28594371	16.16929985	12.33182099	16.58921155	15.89502114
M416.1415T8.21	19.63379151	19.86846871	20.00929558	19.30196255	19.79454533	20.07964103	19.56631943	19.03126047	20.29463084	21.15975064	20.57904334	20.2445334	20.34738023	19.92501063	20.63155543	19.02804742	19.39730842	19.45220061	20.66793792	19.97077857	19.78880817	19.05358495	19.58682623	20.0646612	19.95515466	20.07814299	20.0587911	19.28669921
M127.0765T1.52	15.65355897	16.22718149	15.8947604	16.40031155	16.32524937	16.72060235	16.24587575	16.97680118	15.76122578	16.45897142	16.2933721	15.55625891	16.2565637	16.30675128	16.25062669	15.90909123	15.55534616	16.3730915	16.00865953	16.20871764	15.87425563	15.73767895	15.81821529	16.43027036	15.69875543	16.54100811	15.49009602	15.6986333
M188T8_N.Acetyl.DL.glutamic.aci.	25.05479139	24.58001405	24.82896197	24.6177037	24.85595535	23.28203145	25.4326339	25.68669455	23.6042693	24.00790019	23.47505913	23.65684162	24.12877111	24.1361333	24.2577388	24.14193818	24.91498807	25.48528208	24.27558681	24.67540836	24.52354754	24.74767886	25.50200779	24.71520851	24.90816211	24.82913303	24.88223667	24.8169003
M329.7323T9.02	18.20973464	18.81720509	18.96455127	17.89262997	18.06444649	18.38952841	18.11986618	17.92199896	18.70520105	19.11756169	18.1153663	18.4139072	19.36332416	19.15409149	19.59081582	18.65613957	18.99280145	18.54192582	20.17722608	19.78954431	19.40718642	18.7592686	18.83327802	20.04555438	18.01806649	19.56405792	18.42909408	18.43382828
M196.9763T11.49	14.97508845	14.64921968	12.70066577	13.82556603	14.81064092	14.65227753	13.94148967	14.33165176	13.99886364	14.27834273	16.04036422	13.41490981	13.5561336	13.79067125	15.78074275	15.37409636	14.96399107	16.17128667	16.97213954	15.21628358	15.72950232	13.99292949	14.80860275	15.57558297	14.91585371	12.84116313	14.277129	14.25451861
M272.0004T9.48	15.08657539	15.90568409	16.31763837	0	14.76049334	14.60087289	16.01949669	16.11798961	15.84181518	15.86876156	14.61556699	16.33899816	16.51292329	15.54623643	17.82129628	15.26906713	15.6709035	18.29657302	19.41571701	20.2692066	19.51825435	12.37311746	15.69555673	19.74355296	17.9453541	16.9527947	17.77739467	14.42253525
M93.5246T8.34	20.22658034	19.83250884	20.33535102	19.77240305	20.08570917	18.31036674	21.06544165	21.34737196	18.77688056	19.33996441	18.46275468	18.7873928	19.1040435	19.23580219	19.59120786	19.11411214	20.38715699	20.98024396	19.51035301	20.08784856	19.76740258	20.03593121	21.00084898	20.21550038	20.10953982	20.20179502	20.33649271	20.34807885
M110.9759T2.97	17.51291409	17.49941945	17.52195385	17.71105982	18.82037072	17.67134759	18.0734844	17.71453481	17.50027943	18.07458751	17.81970549	16.95105323	17.6787258	17.38776594	17.71391759	18.55369992	18.01596417	18.3413974	18.7991289	17.99531669	17.72297345	17.64297335	18.03824116	18.93995227	17.59574498	17.78171316	17.59651108	17.55555302
M505.3182T1.49	16.23398566	15.21486549	15.83223313	15.6860009	16.42112236	14.38625456	15.72560111	15.83931354	15.33275513	15.7230124	15.41600875	15.64393678	15.94856093	13.80132036	15.53361627	15.48740828	15.91507875	15.19466222	15.04201114	16.38070727	15.77649138	16.89744607	16.18962827	15.47723208	16.39345716	16.51681758	16.14763662	16.0315274
M260.0724T6.58	15.93491612	15.73115672	16.7606264	15.55102147	16.38275168	15.38166022	15.73349257	16.21022747	16.7269738	15.05462297	15.872829	16.0757175	16.85425967	16.47791349	16.17364103	15.23054101	15.48729898	14.86479601	12.11217395	16.30936604	16.506355	16.26874703	15.99621572	14.96554081	16.07705811	15.57900827	15.86057271	15.31406664
M149T7_L.....Arabinose.L.Arabin.	19.668392	19.64667956	19.82804383	19.90607604	19.7318764	19.49753359	19.65611507	19.72726868	19.5613145	19.70660406	19.49412349	19.61870606	19.59231728	19.32464775	21.24647785	19.14200908	19.51506467	19.56896572	19.60578062	19.47780031	19.46090218	19.58204007	19.21935621	19.64483576	19.5436661	19.64450977	19.61868241	19.56561998
M261.0079T8.94	15.22717707	14.33570647	17.08491009	10.99117247	15.04684946	13.84472538	14.59508786	17.29260024	14.85212274	14.13730098	14.94325472	14.59383635	12.35986813	14.46052181	14.74609123	14.91046098	16.45805859	17.29882243	15.51294165	15.76547285	15.37709663	14.50514413	16.02023514	15.63427079	14.47719982	15.67333806	14.62549882	15.10787663
M156T2.2_N.Tigloylglycine.Tiglylg.	20.04033204	19.21404607	19.85406576	20.13932801	20.73688324	18.28189343	20.12156226	20.06317434	19.04781913	18.73660339	19.57959907	19.01590934	19.15345842	18.92226693	19.03381297	16.96433244	19.70765958	19.29703515	18.28800213	19.40428162	19.6237793	18.25037231	19.45268889	17.49654545	19.63584721	19.18780731	19.64853387	18.73180336
M107.0252T1.67	0	0	0	0	14.40320913	15.31705813	16.03951726	17.16911563	16.14422211	14.69334282	15.56208452	0	15.67375044	15.77836049	15.4952651	0	11.20799406	0	0	0	13.73005732	0	0	17.02124469	15.12288425	14.98355252	0	0
M455.1527T8.34	17.20053179	16.80614806	17.07737487	15.62623806	16.83962947	15.2533408	16.94131474	17.43469338	16.03492746	15.35076415	15.87827751	16.09078811	16.47978184	15.93346406	15.78040187	15.03385313	16.01137163	16.02533641	14.56295668	15.72961225	15.88108312	15.57421181	16.77697913	15.47507	16.46341373	16.18841653	16.2363635	15.87913736
M85.0295T7.91	21.14328452	21.47204797	21.45064808	21.17079201	20.7154457	21.33699699	21.38622001	20.74916291	21.62576546	21.26761345	21.783943	21.44983594	21.02940863	20.94774731	22.27969838	21.50895002	21.23892892	21.8514728	21.06321217	21.78290397	21.76177868	21.32150007	21.65631754	21.94986932	21.58518295	21.87405731	21.8183064	21.24328636
M273.1713T1.51	15.70748316	15.7921215	15.57619468	16.19334998	15.90643639	15.87852851	16.0682016	16.92285846	15.77079421	16.18493112	16.21484842	15.33366586	15.93945112	15.028999	16.13714185	15.74437635	15.40062865	15.85395472	15.85321987	15.91534746	15.82451255	15.25170134	15.38179133	16.62597419	15.324036	15.35877172	15.81380474	15.35596322
M511.4738T1.31	18.59388419	19.45287163	19.99154537	17.64328759	17.74424126	18.61487193	20.34081177	19.88876836	20.9086968	21.12149621	19.86125081	20.81228935	19.47106986	19.99841689	20.80792402	17.42533558	19.23404134	19.12269481	19.80069929	19.27067493	19.68191438	20.48012061	18.87779337	19.8096091	19.07106924	19.46741052	19.55538113	17.64521301
M296T2_5..Methylthioadenosine.5.	15.01224129	16.32494224	15.61028291	15.05148766	12.9750261	14.41688393	13.83305215	14.27074719	15.59232768	16.4427911	15.26251479	15.46082606	0	15.60336584	15.61179742	16.79863127	16.6556551	16.53173143	17.43786583	16.65553212	17.29841167	14.32593572	16.69423	16.90262124	14.5553117	17.88767817	14.87622291	15.42689828
M239.0346T9.04	15.57688878	15.03295402	14.60387724	15.08120046	15.11868441	15.15744405	14.834113	15.06225235	14.62989673	13.61958381	14.30804033	14.8033991	14.57365488	15.17086825	14.69109246	15.12218131	15.31578923	15.43279079	15.38669039	15.36446642	14.7194808	15.23352718	15.35390699	15.19581817	14.68768241	15.52504358	13.62069179	15.38763503
M160.0438T2.13	17.86990935	17.55337023	17.49416165	17.13099231	17.70815893	17.39941587	17.69345248	17.31454834	17.30737726	16.88587951	17.20670755	17.39375246	17.90901352	17.77209738	17.34006326	16.89059932	17.22054781	16.77449641	17.61041731	16.9484767	17.16260421	17.355089	17.92420893	17.39467983	17.16983686	17.27945065	16.84021249	17.42968192
M163T5.1_1.5.Anhydro.D.sorbitol.1.	22.0241522	21.86635377	22.11608469	21.76534074	21.9698439	22.01156203	21.97282662	22.07762482	21.74938949	21.82509038	21.78844792	21.65104643	21.97385219	21.92588362	21.7247857	21.64121167	21.90628803	21.76088153	21.50197758	21.67513438	21.40248594	21.75491278	22.23918565	21.74994633	21.5744919	22.03304183	21.67801506	21.72126778
M293.1145T4.08	18.22282603	17.7256079	18.99199232	17.73350197	17.75211273	18.86697732	18.24953849	18.47029981	18.89335901	19.3056354	18.69716679	17.68429182	19.2079061	19.04636707	19.24543943	17.56217906	17.19357156	17.34057513	19.41572547	18.6271092	18.56419453	16.80053974	18.45716843	19.37458529	17.44922201	18.91687371	17.05862386	17.68246316
M214.0472T2.34	15.54965654	14.9137024	15.80405941	14.64954642	14.88757572	14.35339084	16.25818728	15.23546007	14.57674945	14.16923292	14.10932056	14.25285536	14.32734563	14.79177796	13.85580871	13.3203789	14.66648255	14.60225578	13.30326989	13.93610327	14.08840897	14.07689574	15.31764968	12.65134348	14.63467097	14.89705556	14.86299857	14.88219118
M339.0637T8.19	14.87544652	14.65442402	15.544608	15.45834092	14.98492529	14.01092928	15.52405192	15.86949866	15.72848469	15.93082533	13.9228213	16.02020757	16.09743015	15.7946169	16.11069903	15.4324747	16.26690382	14.17016527	16.83737539	16.72543017	16.87523939	16.27503961	16.92449591	17.30133543	15.08846197	16.20786293	14.6118778	15.19493726
M325.2024T1.49	16.54630457	16.04355794	16.49636448	16.22972479	16.59171445	16.14754242	16.20755984	16.69602887	15.87126372	16.42001234	16.42738356	15.96043189	15.13969923	15.52628343	15.20261553	15.54692309	16.48843062	16.2807155	15.91177021	15.75112166	14.91520249	13.48020579	16.30622371	15.78045493	14.81585208	16.6393082	14.97113397	15.86894406
