variableMetadata	W616f	W617f	W620f	W621f	W622f	W623f	W625m	W627m	W628m	W629m	W630m	W631m	W632f	W633f	W634m	L818f	L819f	L824m	L825m	L826m	L827m	L836f	L841f	L848m	L849m	L854f	L859m	L862f
M250.0394T8.32	15.3751613	14.17466826	15.60064905	12.83825789	15.89518521	15.0253044	14.54434145	13.61035587	14.48387308	14.74313982	15.30432494	13.90136378	15.24101934	15.13916441	15.4199299	15.05687772	15.08232038	15.62739937	15.9177033	15.00024829	15.16579538	13.914444	14.72768704	15.36478307	14.48167521	15.3624127	13.8589494	13.77540658
M161.0457T20.16	21.2776153	21.6118577	21.48597087	21.35233392	20.99852945	21.55963883	21.29251227	21.66120813	22.220404	21.45183454	21.65497892	21.89402304	21.76513015	21.79517259	21.5628316	21.46030604	21.47089829	21.57223959	21.45423981	21.4692336	21.74203746	21.5974371	21.20550612	22.13141966	21.35059816	21.81278322	21.50688715	21.25863199
M85.6462T4.27	16.47418366	17.86884482	18.04145075	15.23959448	14.80134206	16.45016093	16.58775247	16.11311182	16.92072889	18.01364786	17.01966275	17.95025416	17.97666012	16.73967217	18.32785608	16.15316819	16.92590618	17.54879784	18.12117998	17.46286325	18.49386001	15.69934162	16.71492564	18.67176463	16.03199849	18.32552432	16.36906462	16.64144894
M328.9685T9.2	18.33908535	18.86886444	18.90384684	18.87606423	18.7054326	18.77850005	18.3814931	18.21204889	18.0029688	18.49333401	17.82162452	17.65864524	18.60580864	18.62841421	18.51626059	17.65386321	18.27417565	18.23425658	18.15618531	18.47456905	18.69504337	19.02658342	18.18056189	18.47754326	18.39974605	19.17154944	18.86875264	18.73539637
M484.8509T16.67	18.47444587	18.62491145	18.98983186	18.33078123	18.28957541	18.67399981	18.54968015	19.10479555	19.24458729	18.85939586	18.75439986	18.57112156	18.98450107	18.80856769	19.12372662	18.15962254	18.78670611	18.83542686	19.07200303	18.97173074	18.90795244	18.73032053	18.82417222	19.23609877	18.15060658	18.87093659	18.46525311	18.42636878
M526.8414T16.67	14.31095354	14.49168152	15.28245718	14.02283419	14.18786778	14.64648783	14.67106776	15.26845976	15.38564303	15.07597712	14.78165427	14.67442788	14.98705168	14.905056	15.24773285	13.88223418	14.80474916	14.91317459	15.14337524	15.09115477	15.07394907	14.74198726	14.89809118	15.55036442	14.03270268	14.92622556	14.40248717	14.3857977
M211.0015T6.88	16.13115823	16.26351569	16.80383093	15.88080651	16.18061278	15.95296756	16.40085459	16.58591509	16.43103428	15.77492292	15.83560388	16.26598087	17.00351681	16.23800927	16.41422441	16.07237047	16.29837587	16.53248849	16.3575709	16.57128736	16.4592619	16.17642427	15.99710449	16.32246584	16.16197898	16.36102278	15.98154142	15.74930851
M298.0797T5.56	14.92805566	14.80751945	16.01063431	15.99750544	15.57732526	16.18543879	16.26819601	16.30581239	16.01646272	17.88485378	16.36051277	15.6450127	15.36977726	16.03336019	17.0395906	14.90429921	15.77424785	17.10981433	17.16787872	15.79815813	15.80814091	16.80754108	15.68571599	17.06701938	15.86593283	15.76457489	16.42527672	16.12564876
M223.1704T1.35	17.86834873	16.62521083	15.14689121	17.40289298	17.63963676	16.35833286	18.36192879	19.40371671	16.80928204	16.46435653	17.62823976	16.97794843	13.53044048	15.26745716	15.31089391	15.66108302	15.32795782	17.83373942	16.61528047	15.87780008	15.89594656	16.7854563	17.14165714	16.36971269	17.87596048	14.65890097	17.92900753	17.81115327
M482.1189T8.4	15.63055893	15.12989515	15.31942375	15.25816298	15.88377377	16.13840701	16.51363369	16.17019756	16.0311276	16.3080823	15.97463529	16.24267916	15.6476265	15.62185328	16.2739835	15.64812217	15.95889364	16.22976383	16.84115644	16.07761979	15.88272639	15.47297604	15.88103316	16.56653424	15.43586491	15.92646372	15.75895942	15.84517173
M390.3792T16.68	13.48318471	13.74788981	14.30741856	13.37986974	13.40608805	13.72902268	13.76236958	14.34692297	14.45088389	14.09269934	13.79256562	13.90143449	14.18368733	13.93802017	14.2561615	13.31657287	13.91549663	14.04274949	14.29660367	14.15895281	14.32752738	13.79486258	14.14863308	14.41126072	13.16172176	13.87483826	13.6152342	13.43789639
M187.109T8.13	15.95395974	15.7503537	16.19009762	16.19705386	16.59296371	15.84577327	17.29140905	17.4023859	16.59302836	16.54431518	16.96937865	16.82876872	15.92504881	15.66683147	16.91659094	15.65321708	16.05592423	17.03359077	16.72793773	16.81615618	16.74934178	16.01368971	16.25604814	17.06566226	17.02129775	15.93245261	16.68833774	16.06559579
M205.925T4.23	18.29638481	18.76776645	18.93453746	16.60458624	17.97826022	18.70425389	18.08056721	18.55836167	19.03528078	18.53103034	18.50002452	18.23407925	19.03991665	18.16693145	19.41619551	18.05256487	18.76104927	17.83151075	19.69411503	18.76098724	19.22959337	18.19454767	18.78481757	18.59193719	18.17764484	18.62583974	18.46506255	18.15550657
M182.9314T17.43	19.30660867	19.08905809	18.99397437	19.32487998	18.94243833	19.18688728	19.35091588	19.11790609	19.25725984	19.40535984	19.39526237	19.1426872	19.3901194	19.28577652	19.50778671	18.99425426	19.17823495	19.21724871	19.58631095	19.23414475	19.37570659	19.3858325	19.11862379	19.44964862	19.13192125	19.2664281	19.12457117	18.88073682
M271.1551T1.52	14.55431544	14.80085037	15.08476106	15.44158255	15.42071325	15.27392232	15.55278375	16.37109188	15.63050092	16.06743436	15.93942954	15.220548	15.02688606	14.70028094	15.96967409	15.21664167	15.0339013	16.10798469	16.17786019	15.81090295	16.20088213	14.57484184	14.87488436	16.0091616	14.93390361	15.70568152	15.67793872	13.87101579
M205.0355T10.14	19.96261364	20.66438652	20.33983261	19.93559384	20.31110858	20.09124296	20.89570544	20.19009473	20.63291357	20.5820271	20.62840549	21.13891797	20.38651931	20.86389587	20.75863232	19.72797046	20.62842774	20.86493423	21.39137996	19.94575816	21.03358835	19.50192949	20.26623066	20.98467226	20.52550934	20.52190327	20.29782643	20.36105706
M345T1.1_Corticosterone.21.Deoxyc.	18.34406353	15.79794745	17.48277409	17.13472912	17.8797358	16.341889	17.21361783	17.11294646	8.856275182	13.34671179	13.46508806	12.28839058	8.814914704	16.35658591	8.221394266	16.99278016	18.01815888	16.73204285	0	13.76827945	14.25949392	15.07933561	18.12566016	0	15.93781195	15.88554577	15.73258932	16.5283027
M157T5_DL.Dihydroorotic.acid.Di.	15.09027758	10.19058252	8.763520846	16.20289664	11.46550198	0	19.79533167	16.83516718	11.41804529	0	12.68121226	13.22085012	10.22522814	11.51893612	12.25006971	13.09508835	11.89467129	22.03556895	12.16229035	12.5811787	8.218376792	11.65408156	12.89081832	13.22425387	12.5473901	0	9.59769195	0
M522.1709T8.21	12.46560186	16.13383076	16.83114887	12.20856298	12.47870618	14.37976688	15.36094239	15.633961	17.04899127	17.40843341	15.93958748	16.83536949	17.38673063	16.65150302	17.80459238	15.91035487	16.60334976	14.22778965	17.25797338	17.3691824	17.89020311	15.06455459	16.73555999	17.35533905	14.58333903	17.48655066	14.48530292	12.58813393
M279.0393T6.6	16.99533877	17.69023333	16.48643628	16.71477677	17.2560474	17.00725727	17.8416012	15.95473954	17.93850278	17.96466238	17.73164585	16.95628653	17.93998948	17.30478178	17.79089763	17.1393495	17.02016394	16.06407182	17.39938642	17.74371878	17.76370839	17.37908133	16.81759453	17.0136509	17.80985792	17.37871651	17.19970589	17.36395677
M128T6.1_Pipecolic.acid.Pipecolin.	17.90116606	17.75118029	18.11739274	18.5497163	18.1438635	17.64347358	19.10643679	18.98144781	18.12917892	17.89642053	18.37652115	18.813823	17.84247324	17.74011278	18.67156706	17.27879656	17.75535239	18.61379367	18.43538816	18.58700154	18.02551964	18.07885302	17.79649709	18.77182978	18.95220649	18.0411917	18.7603903	18.03867818
M174.0231T1.65	15.95483017	15.51983003	15.84064026	18.1878701	16.85858207	16.90056496	17.11572849	16.83820061	17.27564622	18.2067287	18.13883774	16.5845201	15.88423731	16.93782321	17.65048452	15.7857896	16.44705335	17.45060476	19.03042763	16.63673931	17.15233535	17.26816	16.65328035	18.05422274	16.5589728	16.54981204	17.33375373	17.30770601
M387.5944T10.21	15.50369594	15.28826519	15.717965	14.61388613	15.48115329	15.33472231	15.94040422	15.54004538	15.42497292	15.45974122	15.42295008	15.53999541	16.00027713	15.03580345	16.01686268	14.70419816	15.61355323	15.77469828	16.1758647	16.49976914	16.10078736	14.5649878	15.48179218	15.99384615	15.61021571	15.45969096	15.13361385	15.44493884
M228.0101T1.97	16.63436865	16.21713736	17.98512259	15.06911994	16.70912286	16.53997437	16.78940756	18.79719034	17.81174157	16.98294902	17.56689615	16.03982596	15.56733403	14.6594976	16.91682649	16.39101446	16.26514124	17.99948148	18.05602059	18.69361729	17.0879424	15.6637546	18.35228788	19.12360135	16.46728728	16.37544727	15.01212473	14.61112914
M414.7666T17.02	14.46568182	14.44963295	14.40241255	14.96332104	14.35251247	14.10144145	14.77887179	14.73878525	14.62407461	14.6307523	14.66402555	14.8605681	14.70086449	15.10239979	14.76431804	14.80446029	14.4996983	14.66985004	14.99768405	14.79778208	14.6216175	15.07361608	15.05251753	15.02494268	14.54267521	14.44557231	14.38444381	14.07407789
M515.8506T16.67	14.34859884	14.67156484	15.3102059	14.3171893	14.07734816	14.81522917	14.27432937	15.50383536	15.65445674	15.22003477	14.80281723	14.69693168	15.15335371	14.98350313	15.31325825	13.84103258	14.9657374	14.90071495	15.17350694	15.14665936	15.0285398	14.94460913	14.9302758	15.60136573	14.02237822	15.11119722	14.67610584	14.43498521
M378.8865T16.67	18.03955579	18.36262065	18.85622338	17.97224838	17.8488888	18.47068747	18.09246501	18.86466496	19.13035111	18.65108849	18.46885589	18.30231182	18.5164118	18.54567341	18.95002556	17.65209151	18.53766849	18.49176191	18.66779035	18.73752365	18.79115271	18.53583578	18.39703491	19.0623993	17.73334242	18.62271427	18.27133399	18.15472467
M355.0887T9.35	18.16202197	17.96029782	18.27768923	17.02142681	18.1356131	18.05593588	18.91025624	18.50240723	18.96400744	18.93587435	18.70602817	19.0165088	18.33327111	18.03350097	19.3226262	18.68399793	18.37514722	19.21192702	19.48440715	19.12617712	18.85731618	17.36262108	18.5673289	19.27737027	18.27109777	18.38911159	18.38016594	17.17985176
M176.0565T8.21	16.55478458	15.63519606	16.35640812	0	16.23983866	15.80169977	16.02134872	16.22167717	15.6506521	16.65598066	16.59654634	12.47359516	0	16.23151784	15.76796819	15.14809282	15.66393135	16.28311223	0	16.37716019	15.68909246	14.41613843	16.1910245	15.63409406	16.17366016	15.4301402	16.49948358	15.7305317
M273.0021T9.96	16.19323792	15.81603639	16.03827344	15.9044754	15.79080029	15.1562988	15.84342401	16.15263501	15.12336325	15.7181181	15.70818724	15.76860744	15.32948839	15.92574589	15.94110471	15.81759778	16.09383471	16.29632691	15.88228266	15.41687206	15.16404426	15.44474639	16.40555634	15.87934058	15.46975627	15.37802487	15.74550653	15.15948902
M143T1_Octanoic.acid	18.59882203	19.96114646	18.95524126	18.63844083	18.45084189	21.22958695	19.67050956	20.16276245	19.07435738	19.15376007	19.62770428	19.09121883	19.95182868	20.0219631	20.38802454	21.92620537	18.77856723	19.41180007	20.72314463	20.41315262	20.40757742	18.48754776	18.82347562	21.96800383	18.42289808	19.73387914	18.59482833	18.45177417
M687.6775T10.7	16.34775942	15.15777955	15.59479491	15.64920087	16.30043157	15.4433389	15.74830372	16.63713994	15.30443689	15.59043354	15.37439731	15.13435733	15.4228775	14.59469608	15.49666594	15.40006989	15.31065077	15.3300629	15.59102642	16.13627523	14.71145189	15.77475566	15.45703325	16.85715122	15.21105175	15.21329981	15.17118423	15.54944747
M160.9495T17.08	25.20158612	25.14027894	25.2494318	25.16076995	25.1675864	25.11395488	25.19166627	25.2347026	25.10581337	25.35626774	25.12342519	25.06422162	25.14149178	25.20667117	24.54927522	24.67655916	25.06664384	24.96572311	25.38698354	25.3772028	25.29247909	25.21948078	25.11279199	25.37350187	25.08848698	25.23352025	25.32807132	25.07801951
M203.7087T9.96	18.60056957	18.41529614	18.77553698	18.63318363	18.61901058	18.70494449	18.74787434	18.60302899	18.30458795	18.80005274	18.54435775	18.35092969	18.71322707	18.30380794	18.80581975	18.05718952	18.65418428	18.90630168	18.96420829	18.70865351	18.68851157	18.5939779	18.35574639	19.008837	18.43715549	18.32439725	18.36055564	18.35112601
M190.9437T16.68	15.78772762	15.91402815	16.13357834	15.79004171	15.79130714	15.89245886	15.90452197	16.1093677	16.21455344	16.05420493	15.94622871	15.88186891	16.13867818	16.06344227	16.26708201	15.63255366	16.00508326	16.0553462	16.1689124	16.10379778	16.04558307	16.01848144	16.04540048	16.23015745	15.59966619	16.03595097	15.86629249	15.80688589
M231.0875T8.15	14.38105012	15.23806881	15.56110533	0	15.89859241	14.22981321	16.13253969	16.54307201	16.56622413	13.87005931	16.1539755	14.82666665	16.28808725	11.14315869	16.32477563	13.51751561	14.82293873	16.18079457	16.63561752	16.19120981	16.96743342	12.26648439	14.73637973	16.80569098	14.76681719	15.13142695	12.75562703	0
M411.1094T4.08	19.11930845	16.34557539	19.83266522	12.00636781	17.60171857	16.6967353	19.7186934	21.00365241	18.21293614	12.58930939	17.50172991	18.12136758	16.83369681	17.52158587	17.7273794	17.38269157	19.0007876	19.71943227	18.15939096	17.907062	18.2037012	12.6917167	19.47470351	18.50885208	16.74195672	16.78921904	13.86202222	14.2762662
M139.0512T3.54	17.86296437	15.75880435	17.53909312	17.31782201	17.31080122	16.51138374	16.69558617	16.55012042	15.34815696	14.65794908	16.97726132	13.1400002	16.06450377	12.12418755	15.18584409	15.80007289	15.25675429	16.1982963	12.25702466	15.96393152	15.78970234	15.46981551	17.38847986	15.42742385	16.21431548	15.82250614	16.07882767	16.30471896
M85.9034T4.22	17.05018814	17.79168848	18.28731189	15.56994492	16.17596891	16.79515386	17.4718546	17.56884939	17.35826484	17.50913644	17.5822873	17.46069424	17.48067642	17.58099378	18.75226636	17.14686985	17.32093306	17.03112036	18.00574086	17.93053159	18.74713418	16.33363825	17.20394108	17.95811383	16.57044034	18.5212955	17.53187898	17.15881147
M335.0753T8.64	15.81214045	15.74974506	15.91246883	15.52384156	16.17578772	15.74363425	15.26603543	15.99639647	15.62943034	15.63457654	15.55946552	15.73917672	15.54430643	15.95796401	15.80009175	15.44830605	15.86988851	14.89220316	15.20806438	15.89252503	15.95619372	15.74055711	16.22362768	16.33771771	15.59794429	16.05816004	15.39624152	15.17124757
M384.8425T16.99	13.99842383	13.98779249	14.14445909	13.98949828	13.37531371	14.15137019	13.82776445	14.11709517	14.36159498	14.38856358	14.20809944	13.94384992	14.84576151	14.482813	14.58792398	14.31827376	14.26557989	13.7059304	14.34357299	14.25594693	14.26875032	14.27146595	13.75251759	14.48846969	13.83505461	14.22429793	13.99574154	13.80339254
M485.8544T16.68	14.06989613	14.32994346	14.67014779	14.04988513	13.9964064	14.38471698	14.22924392	14.88514296	14.89780718	14.55154365	14.52658299	14.27595497	14.67760294	14.47952009	14.77814183	13.90542555	14.48225209	14.51651014	14.73921682	14.79679099	14.61997176	14.44501032	14.45377091	14.95032169	13.91959427	14.46139375	14.16276973	14.10186983
M162.9476T17.1	21.38128787	21.31238611	21.42222598	21.34911058	21.36219213	21.30367318	21.36496446	21.40878064	21.28264052	21.54404563	21.32652056	21.25069223	21.37434437	21.38847878	21.55014789	20.86583067	21.25782805	21.14629209	21.5712763	21.5666682	21.44922322	21.40406882	21.32265272	21.56674437	21.27993018	21.43685639	21.49788155	21.25574206
M194.9816T3.06	14.00989333	12.27238309	13.30966251	16.79240776	14.45478508	14.55566999	11.33256137	12.70747108	12.91759846	13.05303393	13.76162291	14.50234142	0	11.80885641	12.17813604	13.14174762	12.95972108	10.93912077	0	12.64134642	11.57611914	15.77655897	10.13959228	11.51566683	13.33070404	12.98869605	14.46157857	15.46190049
M124.9719T16.68	13.05645506	12.66370853	12.34001383	12.38456719	13.0002716	13.15577186	13.23756309	13.25343107	13.23443479	13.35725419	13.04348827	12.9322035	13.17617971	12.94530523	13.50984991	12.789386	13.22365152	13.31029663	13.19638456	13.28977797	13.14949583	13.21774163	13.36964694	13.06641642	12.54267347	13.04067972	12.82396852	12.95683442
M420.8778T16.67	15.45606944	15.72627777	16.29411292	15.19170159	15.19755805	15.88324301	15.39682216	16.32566278	16.54211035	16.11446158	15.82723799	15.70666814	15.85692443	15.88488573	16.22409553	14.90310608	15.92002132	15.90361805	16.13311391	16.18631101	16.13280515	15.89772022	15.75446373	16.51964593	14.99177205	16.05333623	15.65967319	15.4020784
M87.6191T4.22	17.19998162	18.57661471	18.92318248	17.38478523	17.05747352	17.45527293	17.51909186	18.17173086	18.07605905	19.01404364	18.25206002	18.93517811	19.04791337	17.50378233	19.26142958	17.88589975	18.52552904	17.15103241	19.34611843	18.91656716	18.41992234	17.65741544	18.42248858	19.39761979	17.60568332	19.34558526	17.23300786	17.83907046
M287T8.1_Orotidine	16.85077286	16.00393619	16.87144927	15.56685677	16.60339439	15.96043392	16.87860897	17.12005558	16.25789477	14.38403901	16.27100774	15.79957279	16.37965267	16.02370801	15.16069633	14.72544615	16.35300154	17.26011371	13.88760333	15.78712128	16.26155671	16.23119399	16.36001253	15.70232016	16.74095338	16.00701347	16.29830355	16.61292607
M206T2.1_N.Acetyl.L.phenylalanine	19.58697975	18.14292871	17.93888178	18.37610334	20.20054664	18.50521144	19.33346745	20.7224857	18.81701767	17.75982318	19.54991267	19.96702638	17.05854037	16.29303457	18.96494181	19.22268738	18.73051226	18.44822199	18.82789282	19.93883154	19.39040473	17.7130609	18.69334538	20.60779535	18.5547436	17.82562963	16.21976051	18.30023993
M85.889T4.22	16.94356602	17.89621737	18.28542136	15.94321517	16.0344219	17.60668187	17.69388758	16.62314458	18.11567305	18.27382986	17.58567356	17.89038236	18.15347651	17.95620646	17.80977271	17.03666041	17.67683884	17.78733595	17.96157357	18.8138612	17.69478184	16.61183283	17.84706186	17.8723617	16.12234648	17.67894656	17.50099537	16.22592629
M294.904T16.67	20.78685508	20.77607474	21.14563181	20.67157648	20.67422245	20.79678744	20.90110332	21.24085421	21.28539149	20.98113452	20.97167054	20.74506945	21.20138271	21.00778422	21.25110269	20.53296178	20.95935463	21.11647405	21.29251374	21.17392535	21.06257454	20.87701596	21.10565343	21.32676521	20.47892857	20.92534943	20.64642247	20.69505323
M128.9807T16.67	18.70385315	19.32525836	18.41229476	18.33998456	18.44905334	18.42960044	18.97116685	18.49475118	19.16248648	18.82272763	19.08251948	19.08250386	18.93683377	19.22679795	18.62056426	18.84573221	19.17000726	18.67937992	18.74265649	18.44204629	19.23740925	18.89728467	18.3140312	19.39666895	18.94910661	18.87595361	18.24617091	18.11040167
